"Tema","Entidad","Indicador","link.de.consulta","2025_1","2025_2","2025_3","2025_4","2025_5","2025_6","2025_7","2025_8","2025_9","2025_10","2025_11","2025_12"
"Seguridad Pública","Guanajuato","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",13039,13103,14842,14000,14731,14069,14462,14476,14528,"15209",NA,NA
"Seguridad Pública","Guanajuato","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",403,403,365,261,236,247,205,246,199,"235",NA,NA
"Seguridad Pública","Guanajuato","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1142,1384,1582,1550,1591,1445,1395,1465,1465,"1547",NA,NA
"Seguridad Pública","Guanajuato","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,4,2,0,1,0,0,3,0,"1",NA,NA
"Seguridad Pública","Guanajuato","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,1,1,2,1,0,1,2,"2",NA,NA
"Seguridad Pública","Guanajuato","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",73,90,78,104,69,89,118,93,96,"120",NA,NA
"Seguridad Pública","Guanajuato","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",242,203,243,241,220,256,263,253,254,"259",NA,NA
"Seguridad Pública","Guanajuato","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",264,234,227,201,251,671,739,681,731,"678",NA,NA
"Seguridad Pública","Guanajuato","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",352,330,417,355,416,411,419,359,365,"353",NA,NA
"Seguridad Pública","Guanajuato","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",124,125,108,96,130,101,90,79,97,"110",NA,NA
"Seguridad Pública","Guanajuato","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1221,1254,1474,1519,1555,1422,1425,1386,1526,"1444",NA,NA
"Seguridad Pública","Guanajuato","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1900,1901,1970,1684,1722,1837,1916,2038,1993,"2016",NA,NA
"Seguridad Pública","Guerrero","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2182,2027,2348,2095,2299,1891,2155,2010,2164,"2202",NA,NA
"Seguridad Pública","Guerrero","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",128,109,130,165,138,116,152,105,105,"95",NA,NA
"Seguridad Pública","Guerrero","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",299,291,344,306,354,243,317,253,290,"292",NA,NA
"Seguridad Pública","Guerrero","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,0,4,1,0,3,2,1,1,"0",NA,NA
"Seguridad Pública","Guerrero","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,1,0,0,0,0,0,1,0,"1",NA,NA
"Seguridad Pública","Guerrero","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",40,28,29,40,35,30,34,27,30,"22",NA,NA
"Seguridad Pública","Guerrero","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",28,28,18,14,20,7,14,21,19,"12",NA,NA
"Seguridad Pública","Guerrero","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",215,175,214,169,208,219,207,222,246,"210",NA,NA
"Seguridad Pública","Guerrero","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",67,66,48,56,43,33,37,45,45,"69",NA,NA
"Seguridad Pública","Guerrero","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",10,11,6,9,11,11,13,9,13,"7",NA,NA
"Seguridad Pública","Guerrero","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",219,217,246,194,205,189,259,218,224,"237",NA,NA
"Seguridad Pública","Guerrero","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",58,54,88,53,72,56,90,64,86,"81",NA,NA
"Seguridad Pública","Hidalgo","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",4286,4354,4816,5155,4288,4912,5239,4904,5045,"5250",NA,NA
"Seguridad Pública","Hidalgo","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",34,35,38,41,31,38,37,35,39,"30",NA,NA
"Seguridad Pública","Hidalgo","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",431,375,461,580,545,698,710,647,723,"763",NA,NA
"Seguridad Pública","Hidalgo","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,1,2,2,1,1,1,1,2,"0",NA,NA
"Seguridad Pública","Hidalgo","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,1,0,0,0,1,0,0,2,"1",NA,NA
"Seguridad Pública","Hidalgo","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",72,59,90,90,73,85,76,71,69,"86",NA,NA
"Seguridad Pública","Hidalgo","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",86,46,62,89,84,142,151,133,163,"163",NA,NA
"Seguridad Pública","Hidalgo","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",286,263,247,230,327,172,201,187,194,"215",NA,NA
"Seguridad Pública","Hidalgo","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",79,96,67,90,95,179,188,177,164,"203",NA,NA
"Seguridad Pública","Hidalgo","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",16,17,32,34,25,8,11,7,13,"6",NA,NA
"Seguridad Pública","Hidalgo","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",128,609,691,723,706,732,733,664,720,"736",NA,NA
"Seguridad Pública","Hidalgo","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",80,66,65,51,53,76,100,81,65,"74",NA,NA
"Seguridad Pública","Jalisco","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",10179,9142,9834,9879,9775,9029,10086,9407,9429,"10115",NA,NA
"Seguridad Pública","Jalisco","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",167,154,195,188,194,167,149,163,135,"162",NA,NA
"Seguridad Pública","Jalisco","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1069,1055,1224,1226,1227,1012,1181,1086,1172,"1239",NA,NA
"Seguridad Pública","Jalisco","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,2,4,1,3,3,4,1,8,"2",NA,NA
"Seguridad Pública","Jalisco","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,1,1,2,1,1,0,1,2,"1",NA,NA
"Seguridad Pública","Jalisco","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",35,44,43,53,42,52,46,49,52,"42",NA,NA
"Seguridad Pública","Jalisco","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",225,151,163,197,150,191,174,200,186,"173",NA,NA
"Seguridad Pública","Jalisco","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1008,749,774,732,720,654,754,721,847,"784",NA,NA
"Seguridad Pública","Jalisco","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",311,225,218,262,284,318,349,278,214,"232",NA,NA
"Seguridad Pública","Jalisco","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",33,36,36,37,36,37,42,43,38,"34",NA,NA
"Seguridad Pública","Jalisco","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1096,1023,1100,1116,1152,955,1087,980,969,"1033",NA,NA
"Seguridad Pública","Jalisco","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",188,201,201,220,194,206,195,209,207,"219",NA,NA
"Seguridad Pública","México","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",29794,28400,30669,30501,30109,29677,30454,30730,29590,"30634",NA,NA
"Seguridad Pública","México","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",245,231,269,245,244,208,212,221,213,"259",NA,NA
"Seguridad Pública","México","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",4578,4654,5443,4768,4967,4387,4171,4399,4932,"4722",NA,NA
"Seguridad Pública","México","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",7,4,7,5,5,4,3,4,2,"6",NA,NA
"Seguridad Pública","México","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",4,0,2,1,4,2,4,4,4,"4",NA,NA
"Seguridad Pública","México","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",222,221,320,254,254,244,223,230,269,"204",NA,NA
"Seguridad Pública","México","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",574,517,586,366,383,380,366,394,232,"225",NA,NA
"Seguridad Pública","México","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3040,2493,2459,1521,1569,1518,1583,1371,1330,"1320",NA,NA
"Seguridad Pública","México","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1713,1409,1411,1206,1165,1216,1160,1198,1104,"1104",NA,NA
"Seguridad Pública","México","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",249,302,274,161,189,223,150,142,120,"117",NA,NA
"Seguridad Pública","México","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2182,2292,2385,1894,2190,1948,2100,2166,2345,"2371",NA,NA
"Seguridad Pública","México","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",273,312,313,351,315,282,231,317,328,"314",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3981,3806,4095,4090,4067,3967,3685,3954,4088,"4356",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",228,192,215,199,223,210,160,159,177,"202",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",611,703,725,734,700,613,586,622,631,"745",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,2,1,2,2,5,1,2,1,"1",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,7,3,3,3,4,3,4,3,"3",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",40,50,49,48,64,43,39,39,41,"64",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",86,61,62,67,66,66,56,87,79,"84",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",487,424,392,391,406,439,480,432,419,"498",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",71,51,62,36,52,75,69,79,55,"67",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",19,28,24,25,12,22,29,16,34,"29",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",139,134,152,136,152,139,118,141,168,"166",NA,NA
"Seguridad Pública","Michoacán de Ocampo","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",198,144,166,192,170,156,160,183,186,"160",NA,NA
"Seguridad Pública","Morelos","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3652,3647,3950,3881,4133,3607,3798,3669,3706,"4050",NA,NA
"Seguridad Pública","Morelos","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",148,116,117,118,104,92,122,114,100,"120",NA,NA
"Seguridad Pública","Morelos","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",291,341,345,346,389,296,322,332,346,"396",NA,NA
"Seguridad Pública","Morelos","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",4,2,1,5,5,1,4,3,2,"5",NA,NA
"Seguridad Pública","Morelos","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,2,0,1,2,2,3,2,3,"3",NA,NA
"Seguridad Pública","Morelos","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",30,40,47,52,49,40,42,38,28,"33",NA,NA
"Seguridad Pública","Morelos","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",109,83,88,104,125,124,110,117,87,"107",NA,NA
"Seguridad Pública","Morelos","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",431,387,417,375,373,300,327,334,301,"342",NA,NA
"Seguridad Pública","Morelos","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",147,133,92,106,105,80,117,113,121,"78",NA,NA
"Seguridad Pública","Morelos","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",25,16,18,34,50,36,42,42,34,"42",NA,NA
"Seguridad Pública","Morelos","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",407,475,488,496,532,450,505,442,487,"551",NA,NA
"Seguridad Pública","Morelos","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",85,79,81,73,92,94,84,103,89,"98",NA,NA
"Seguridad Pública","Nayarit","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",904,893,900,915,905,763,853,1149,1149,"1074",NA,NA
"Seguridad Pública","Nayarit","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",34,32,37,34,29,35,36,41,40,"36",NA,NA
"Seguridad Pública","Nayarit","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",91,102,84,100,83,60,84,105,126,"117",NA,NA
"Seguridad Pública","Nayarit","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1,0,6,0,0,0,0,0,0,"3",NA,NA
"Seguridad Pública","Nayarit","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,1,1,1,2,"1",NA,NA
"Seguridad Pública","Nayarit","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",21,23,20,22,35,16,17,30,34,"30",NA,NA
"Seguridad Pública","Nayarit","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",13,14,13,19,9,18,17,25,22,"12",NA,NA
"Seguridad Pública","Nayarit","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",50,34,38,36,51,25,44,44,51,"65",NA,NA
"Seguridad Pública","Nayarit","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",18,23,13,24,18,18,16,27,31,"18",NA,NA
"Seguridad Pública","Nayarit","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,0,1,0,6,2,2,4,11,"9",NA,NA
"Seguridad Pública","Nayarit","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",123,176,145,171,144,131,136,220,266,"232",NA,NA
"Seguridad Pública","Nayarit","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",66,43,50,49,55,46,41,56,59,"51",NA,NA
"Seguridad Pública","Nuevo León","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",5474,5831,6425,6394,6556,6798,6646,6664,7298,"6781",NA,NA
"Seguridad Pública","Nuevo León","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",136,111,137,139,104,103,86,97,103,"73",NA,NA
"Seguridad Pública","Nuevo León","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",348,375,389,400,417,457,414,443,474,"354",NA,NA
"Seguridad Pública","Nuevo León","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1,0,3,1,1,1,2,0,0,"3",NA,NA
"Seguridad Pública","Nuevo León","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,1,1,3,1,0,1,1,1,"1",NA,NA
"Seguridad Pública","Nuevo León","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",89,70,119,97,137,142,132,124,142,"134",NA,NA
"Seguridad Pública","Nuevo León","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",118,102,101,129,132,114,119,106,123,"94",NA,NA
"Seguridad Pública","Nuevo León","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",146,140,152,154,105,97,67,74,72,"55",NA,NA
"Seguridad Pública","Nuevo León","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",83,88,94,97,86,83,88,89,98,"81",NA,NA
"Seguridad Pública","Nuevo León","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",68,62,95,83,87,85,89,71,72,"94",NA,NA
"Seguridad Pública","Nuevo León","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1200,1356,1628,1651,1759,1805,1716,1634,1768,"1861",NA,NA
"Seguridad Pública","Nuevo León","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",536,630,693,708,645,642,790,786,723,"839",NA,NA
"Seguridad Pública","Oaxaca","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2740,2662,2482,2439,2478,2431,2438,2375,2411,"2404",NA,NA
"Seguridad Pública","Oaxaca","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",170,141,193,185,172,132,159,106,96,"85",NA,NA
"Seguridad Pública","Oaxaca","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",366,278,285,284,337,292,335,295,329,"277",NA,NA
"Seguridad Pública","Oaxaca","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",1,0,1,3,2,0,3,3,0,"1",NA,NA
"Seguridad Pública","Oaxaca","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",2,2,0,1,2,0,1,1,4,"3",NA,NA
"Seguridad Pública","Oaxaca","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",47,40,60,71,74,45,68,51,47,"54",NA,NA
"Seguridad Pública","Oaxaca","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",65,57,52,36,38,52,73,61,46,"44",NA,NA
"Seguridad Pública","Oaxaca","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",188,173,152,188,185,171,187,161,164,"194",NA,NA
"Seguridad Pública","Oaxaca","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",78,74,71,79,64,62,44,82,61,"79",NA,NA
"Seguridad Pública","Oaxaca","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",6,9,3,7,5,8,8,6,6,"6",NA,NA
"Seguridad Pública","Oaxaca","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",354,327,341,340,373,300,303,318,316,"285",NA,NA
"Seguridad Pública","Oaxaca","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",48,70,66,68,59,65,50,73,56,"58",NA,NA
"Seguridad Pública","Puebla","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",6741,6717,7429,6736,6900,6908,6918,6544,6675,"7323",NA,NA
"Seguridad Pública","Puebla","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",138,138,154,158,167,115,95,148,123,"123",NA,NA
"Seguridad Pública","Puebla","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",468,523,680,554,516,472,444,419,405,"518",NA,NA
"Seguridad Pública","Puebla","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",5,1,2,1,5,1,0,2,2,"3",NA,NA
"Seguridad Pública","Puebla","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",7,1,1,1,1,2,2,0,3,"1",NA,NA
"Seguridad Pública","Puebla","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",64,67,45,75,60,64,73,74,62,"62",NA,NA
"Seguridad Pública","Puebla","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",192,158,155,145,172,145,152,162,175,"176",NA,NA
"Seguridad Pública","Puebla","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",988,904,939,871,1006,927,852,872,832,"876",NA,NA
"Seguridad Pública","Puebla","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",320,248,274,271,325,326,305,251,284,"292",NA,NA
"Seguridad Pública","Puebla","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",19,32,22,12,23,22,23,16,15,"23",NA,NA
"Seguridad Pública","Puebla","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",824,899,947,830,886,782,908,911,942,"881",NA,NA
"Seguridad Pública","Puebla","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",112,135,121,110,110,132,128,142,146,"173",NA,NA
"Seguridad Pública","Querétaro","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",4893,4397,4969,4594,4918,4573,4970,4732,4805,"4819",NA,NA
"Seguridad Pública","Querétaro","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",34,37,42,50,37,42,47,25,50,"34",NA,NA
"Seguridad Pública","Querétaro","Lesiones","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",478,486,595,489,582,435,481,443,490,"462",NA,NA
"Seguridad Pública","Querétaro","Feminicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",3,2,1,0,3,0,0,1,0,"1",NA,NA
"Seguridad Pública","Querétaro","Secuestro","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",0,0,0,0,0,0,0,0,0,"0",NA,NA
"Seguridad Pública","Querétaro","Violacion","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",48,55,61,46,44,45,60,52,57,"54",NA,NA
"Seguridad Pública","Querétaro","Robo a Casa Habitación","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",148,125,153,135,135,119,131,121,145,"122",NA,NA
"Seguridad Pública","Querétaro","Robo de Vehículos","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",311,286,305,274,308,277,291,279,256,"288",NA,NA
"Seguridad Pública","Querétaro","Robo a Negocio","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",213,189,237,207,203,229,228,233,275,"262",NA,NA
"Seguridad Pública","Querétaro","Extorsión","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",27,26,24,26,24,19,29,16,14,"22",NA,NA
"Seguridad Pública","Querétaro","Violencia familiar","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",379,355,457,418,472,413,403,428,415,"387",NA,NA
"Seguridad Pública","Querétaro","Narcomenudeo","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",248,190,168,206,220,206,210,213,199,"173",NA,NA
"Seguridad Pública","Quintana Roo","Incidencia delictiva","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",4177,4340,4521,4522,4882,4682,4966,5047,4571,"5136",NA,NA
"Seguridad Pública","Quintana Roo","Homicidios","www.gob.mx/sesnsp/documentos/historico-de-incidencia-delictiva-del-fuero-comun",94,91,108,104,112,98,120,108,115,"95",NA,NA
