"Tema","Entidad","Indicador","link.de.consulta","2025_1","2025_2","2025_3","2025_4","2025_5","2025_6","2025_7","2025_8","2025_9"
"Seguridad Pública","Durango","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",44,22,37,22,17,33,35,26,30
"Seguridad Pública","Durango","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1,2,2,0,1,3,0,4,2
"Seguridad Pública","Durango","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",346,293,417,433,505,512,411,455,415
"Seguridad Pública","Durango","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",103,89,75,58,66,51,68,94,112
"Seguridad Pública","Guanajuato","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",13039,13103,14842,14000,14731,14069,14462,14476,14528
"Seguridad Pública","Guanajuato","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",403,403,365,261,236,247,205,246,199
"Seguridad Pública","Guanajuato","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1142,1384,1582,1550,1591,1445,1395,1465,1465
"Seguridad Pública","Guanajuato","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,4,2,0,1,0,0,3,0
"Seguridad Pública","Guanajuato","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,1,1,2,1,0,1,2
"Seguridad Pública","Guanajuato","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",73,90,78,104,69,89,118,93,96
"Seguridad Pública","Guanajuato","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",242,203,243,241,220,256,263,253,254
"Seguridad Pública","Guanajuato","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",264,234,227,201,251,671,739,681,731
"Seguridad Pública","Guanajuato","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",352,330,417,355,416,411,419,359,365
"Seguridad Pública","Guanajuato","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",124,125,108,96,130,101,90,79,97
"Seguridad Pública","Guanajuato","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1221,1254,1474,1519,1555,1422,1425,1386,1526
"Seguridad Pública","Guanajuato","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1900,1901,1970,1684,1722,1837,1916,2038,1993
"Seguridad Pública","Guerrero","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2182,2027,2348,2095,2299,1891,2155,2010,2164
"Seguridad Pública","Guerrero","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",128,109,130,165,138,116,152,105,105
"Seguridad Pública","Guerrero","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",299,291,344,306,354,243,317,253,290
"Seguridad Pública","Guerrero","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,0,4,1,0,3,2,1,1
"Seguridad Pública","Guerrero","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,1,0,0,0,0,0,1,0
"Seguridad Pública","Guerrero","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",40,28,29,40,35,30,34,27,30
"Seguridad Pública","Guerrero","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",28,28,18,14,20,7,14,21,19
"Seguridad Pública","Guerrero","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",215,175,214,169,208,219,207,222,246
"Seguridad Pública","Guerrero","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",67,66,48,56,43,33,37,45,45
"Seguridad Pública","Guerrero","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",10,11,6,9,11,11,13,9,13
"Seguridad Pública","Guerrero","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",219,217,246,194,205,189,259,218,224
"Seguridad Pública","Guerrero","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",58,54,88,53,72,56,90,64,86
"Seguridad Pública","Hidalgo","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",4286,4354,4816,5155,4288,4912,5239,4904,5045
"Seguridad Pública","Hidalgo","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",34,35,38,41,31,38,37,35,39
"Seguridad Pública","Hidalgo","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",431,375,461,580,545,698,710,647,723
"Seguridad Pública","Hidalgo","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3,1,2,2,1,1,1,1,2
"Seguridad Pública","Hidalgo","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,1,0,0,0,1,0,0,2
"Seguridad Pública","Hidalgo","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",72,59,90,90,73,85,76,71,69
"Seguridad Pública","Hidalgo","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",86,46,62,89,84,142,151,133,163
"Seguridad Pública","Hidalgo","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",286,263,247,230,327,172,201,187,194
"Seguridad Pública","Hidalgo","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",79,96,67,90,95,179,188,177,164
"Seguridad Pública","Hidalgo","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",16,17,32,34,25,8,11,7,13
"Seguridad Pública","Hidalgo","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",128,609,691,723,706,732,733,664,720
"Seguridad Pública","Hidalgo","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",80,66,65,51,53,76,100,81,65
"Seguridad Pública","Jalisco","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",10179,9142,9834,9879,9775,9029,10087,9407,9430
"Seguridad Pública","Jalisco","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",167,154,195,187,194,167,149,162,137
"Seguridad Pública","Jalisco","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1069,1055,1224,1227,1227,1012,1182,1089,1175
"Seguridad Pública","Jalisco","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,2,4,1,3,3,4,1,4
"Seguridad Pública","Jalisco","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,1,1,2,1,1,0,1,2
"Seguridad Pública","Jalisco","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",35,44,43,53,42,52,46,49,51
"Seguridad Pública","Jalisco","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",225,151,163,197,150,191,174,200,187
"Seguridad Pública","Jalisco","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1008,749,774,732,720,654,754,721,847
"Seguridad Pública","Jalisco","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",311,225,218,262,284,318,349,279,214
"Seguridad Pública","Jalisco","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",33,36,36,37,36,37,42,43,37
"Seguridad Pública","Jalisco","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1096,1023,1100,1116,1152,955,1087,981,970
"Seguridad Pública","Jalisco","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",188,201,201,220,194,206,195,209,207
"Seguridad Pública","México","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",29794,28400,30669,30501,30109,29677,30454,30730,29590
"Seguridad Pública","México","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",245,231,269,245,244,208,212,221,213
"Seguridad Pública","México","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",4578,4654,5443,4768,4967,4387,4171,4399,4932
"Seguridad Pública","México","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",7,4,7,5,5,4,3,4,2
"Seguridad Pública","México","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",4,0,2,1,4,2,4,4,4
"Seguridad Pública","México","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",222,221,320,254,254,244,223,230,269
"Seguridad Pública","México","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",574,517,586,366,383,380,366,394,232
"Seguridad Pública","México","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3040,2493,2459,1521,1569,1518,1583,1371,1330
"Seguridad Pública","México","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1713,1409,1411,1206,1165,1216,1160,1198,1104
"Seguridad Pública","México","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",249,302,274,161,189,223,150,142,120
"Seguridad Pública","México","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2182,2292,2385,1894,2190,1948,2100,2166,2345
"Seguridad Pública","México","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",273,312,313,351,315,282,231,317,328
"Seguridad Pública","Michoacán de Ocampo","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3981,3806,4095,4090,4067,3967,3685,3954,4088
"Seguridad Pública","Michoacán de Ocampo","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",228,192,215,199,223,210,160,159,177
"Seguridad Pública","Michoacán de Ocampo","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",611,703,725,734,700,613,586,622,631
"Seguridad Pública","Michoacán de Ocampo","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3,2,1,2,2,5,1,2,1
"Seguridad Pública","Michoacán de Ocampo","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3,7,3,3,3,4,3,4,3
"Seguridad Pública","Michoacán de Ocampo","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",40,50,49,48,64,43,39,39,41
"Seguridad Pública","Michoacán de Ocampo","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",86,61,62,67,66,66,56,87,79
"Seguridad Pública","Michoacán de Ocampo","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",487,424,392,391,406,439,480,432,419
"Seguridad Pública","Michoacán de Ocampo","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",71,51,62,36,52,75,69,79,55
"Seguridad Pública","Michoacán de Ocampo","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",19,28,24,25,12,22,29,16,34
"Seguridad Pública","Michoacán de Ocampo","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",139,134,152,136,152,139,118,141,168
"Seguridad Pública","Michoacán de Ocampo","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",198,144,166,192,170,156,160,183,186
"Seguridad Pública","Morelos","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3652,3647,3950,3881,4133,3606,3798,3670,3705
"Seguridad Pública","Morelos","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",148,116,117,118,104,92,122,114,100
"Seguridad Pública","Morelos","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",291,341,345,346,389,296,322,332,346
"Seguridad Pública","Morelos","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",4,2,1,5,5,0,4,3,1
"Seguridad Pública","Morelos","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,2,0,1,2,2,3,2,3
"Seguridad Pública","Morelos","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",30,40,47,52,49,40,42,38,28
"Seguridad Pública","Morelos","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",109,83,88,104,125,124,110,117,87
"Seguridad Pública","Morelos","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",431,387,417,375,373,300,327,334,301
"Seguridad Pública","Morelos","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",147,133,92,106,105,80,117,113,121
"Seguridad Pública","Morelos","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",25,16,18,34,50,36,42,42,34
"Seguridad Pública","Morelos","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",407,475,488,496,532,450,505,442,487
"Seguridad Pública","Morelos","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",85,79,81,73,92,94,84,103,89
"Seguridad Pública","Nayarit","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",904,893,900,915,905,763,853,1149,1149
"Seguridad Pública","Nayarit","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",34,32,37,34,29,35,36,41,40
"Seguridad Pública","Nayarit","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",91,102,84,100,83,60,84,105,126
"Seguridad Pública","Nayarit","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1,0,6,0,0,0,0,0,0
"Seguridad Pública","Nayarit","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",0,0,0,0,0,1,1,1,2
"Seguridad Pública","Nayarit","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",21,23,20,22,35,16,17,30,34
"Seguridad Pública","Nayarit","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",13,14,13,19,9,18,17,25,22
"Seguridad Pública","Nayarit","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",50,34,38,36,51,25,44,44,51
"Seguridad Pública","Nayarit","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",18,23,13,24,18,18,16,27,31
"Seguridad Pública","Nayarit","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,0,1,0,6,2,2,4,11
"Seguridad Pública","Nayarit","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",123,176,145,171,144,131,136,220,266
"Seguridad Pública","Nayarit","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",66,43,50,49,55,46,41,56,59
"Seguridad Pública","Nuevo León","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",5474,5831,6425,6394,6556,6798,6646,6664,7298
"Seguridad Pública","Nuevo León","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",136,111,137,139,104,103,86,97,103
"Seguridad Pública","Nuevo León","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",348,375,389,400,417,457,414,443,474
"Seguridad Pública","Nuevo León","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1,0,3,1,1,1,2,0,0
"Seguridad Pública","Nuevo León","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",3,1,1,3,1,0,1,1,1
"Seguridad Pública","Nuevo León","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",89,70,119,97,137,142,132,124,142
"Seguridad Pública","Nuevo León","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",118,102,101,129,132,114,119,106,123
"Seguridad Pública","Nuevo León","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",146,140,152,154,105,97,67,74,72
"Seguridad Pública","Nuevo León","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",83,88,94,97,86,83,88,89,98
"Seguridad Pública","Nuevo León","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",68,62,95,83,87,85,89,71,72
"Seguridad Pública","Nuevo León","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1200,1356,1628,1651,1759,1805,1716,1634,1768
"Seguridad Pública","Nuevo León","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",536,630,693,708,645,642,790,786,723
"Seguridad Pública","Oaxaca","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2740,2662,2482,2439,2478,2431,2438,2375,2411
"Seguridad Pública","Oaxaca","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",170,141,193,185,172,132,159,106,96
"Seguridad Pública","Oaxaca","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",366,278,285,284,337,292,335,295,329
"Seguridad Pública","Oaxaca","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",1,0,1,3,2,0,3,3,0
"Seguridad Pública","Oaxaca","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",2,2,0,1,2,0,1,1,4
"Seguridad Pública","Oaxaca","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",47,40,60,71,74,45,68,51,47
"Seguridad Pública","Oaxaca","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",65,57,52,36,38,52,73,61,46
"Seguridad Pública","Oaxaca","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",188,173,152,188,185,171,187,161,164
"Seguridad Pública","Oaxaca","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",78,74,71,79,64,62,44,82,61
"Seguridad Pública","Oaxaca","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",6,9,3,7,5,8,8,6,6
"Seguridad Pública","Oaxaca","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",354,327,341,340,373,300,303,318,316
"Seguridad Pública","Oaxaca","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",48,70,66,68,59,65,50,73,56
"Seguridad Pública","Puebla","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",6741,6717,7429,6736,6900,6908,6918,6544,6675
"Seguridad Pública","Puebla","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",138,138,154,158,167,115,95,148,123
"Seguridad Pública","Puebla","Lesiones","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",468,523,680,554,516,472,444,419,405
"Seguridad Pública","Puebla","Femicicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",5,1,2,1,5,1,0,2,2
"Seguridad Pública","Puebla","Secuestro","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",7,1,1,1,1,2,2,0,3
"Seguridad Pública","Puebla","Violacion","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",64,67,45,75,60,64,73,74,62
"Seguridad Pública","Puebla","Robo a Casa Habitación","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",192,158,155,145,172,145,152,162,175
"Seguridad Pública","Puebla","Robo de Vehículos","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",988,904,939,871,1006,927,852,872,832
"Seguridad Pública","Puebla","Robo a Negocio","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",320,248,274,271,325,326,305,251,284
"Seguridad Pública","Puebla","Extorsión","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",19,32,22,12,23,22,23,16,15
"Seguridad Pública","Puebla","Violencia familiar","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",824,899,947,830,886,782,908,911,942
"Seguridad Pública","Puebla","Narcomenudeo","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",112,135,121,110,110,132,128,142,146
"Seguridad Pública","Querétaro","Incidencia delictiva","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",4898,4400,4968,4596,4925,4578,4987,4745,4806
"Seguridad Pública","Querétaro","Homicidios","https://www.gob.mx/sesnsp/acciones-y-programas/incidencia-delictiva-del-fuero-comun-nueva-metodologia?state=published",34,37,42,50,37,42,47,27,51
